Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
44227,164386,,Frankfort,Herkimer,NY,13340,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43439,43475,Complete,"CNY Solar, Inc.",Altenergy Power System Inc.,YC600 [240V],39,Auxin Solar,AXN6M612T345,72,64152,11178,24.84,26486,,No,No,No,POINT (-75.115762 43.050515)
44227,98998,,Johnstown,Fulton,NY,12095,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43035,43165,Complete,"Paradise Energy Solutions, LLC",SolarEdge Technologies Ltd.,SE11400A-US (240V),2,PEIMAR,SG325P,84,69270,10920,27.3,33840,,No,No,No,POINT (-74.394891 43.023495)
44227,26030,4260-42657,Brier Hill,St. Lawrence,NY,13614,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41795,42156,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus 11.4-240,1,SolarWorld,SW 275 Mono Black,48,42900,13200,13.2,12783,No,No,No,No,POINT (-75.695271 44.530218)
44227,179995,,Warrensburg,Warren,NY,12885,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43594,43677,Complete,SunCommon (dba for SolarCommunities Inc.),SolarEdge Technologies Ltd.,SE11400H-US [240V],2,REC Solar,REC350TP2S 72,80,63900,12600,28,26083,,No,No,No,POINT (-73.816906 43.539538)
44227,13681,4362-36353,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41579,41701,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 12.0-3WYE277,2,Trina Solar,TSM-300PA14,60,71200,20470,17.8,20615,No,No,No,No,POINT (-73.722451 42.916667)
44227,24198,4687-36126,Chazy,Clinton,NY,12921,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41579,41904,Complete,"Edge Design & Consulting, Inc.",SMA America,SB10000TL-US-12 (240V) (240V),2,Canadian Solar,CS6P-250M,84,68250,24150,21,26490,No,No,No,No,POINT (-73.435336 44.888213)
44227,13451,4362-35501,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,41635,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 7.5-240,2,Trina Solar,TSM-300PA14,54,64800,21060,16.2,16433,No,No,No,No,POINT (-73.676867 43.335343)
44227,18849,4697-50102,Chateaugay,Franklin,NY,12920,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41927,42032,Complete,"Paradise Energy Solutions, LLC",SolarEdge Technologies,SE 10000A-US (240V),2,LG Electronics Solar Cell Division,LG280N1C-G3,90,99540,22680,25.2,27284,No,No,No,No,POINT (-74.063438 44.901726)
44227,28535,4697-49700,Philadelphia,Jefferson,NY,13673,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41926,42234,Complete,"Paradise Energy Solutions, LLC",SMA America,SB4000TL-US-22 (208V),4,Axitec,AC-300P/156-72S,70,59550,18900,21,20776,No,No,No,No,POINT (-75.712864 44.161636)
44227,225207,,Ticonderoga,Essex,NY,12883,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,44202,,Pipeline,,SolarEdge Technologies Ltd.,SE10000H-US [240V],4,Trina Solar,TSM-320DD06H.05(II),132,129676.8,14784,42.24,48157,,No,No,No,POINT (-73.463484 43.857953)
44227,14574,4611-39361,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41674,41876,Complete,"CNY Solar, Inc.",SMA America,STP20000TL-US-10 (480V),1,Hanwha Q CELLS (Qidong),HSL60M6-HA-0-250T,90,81001,22500,22.5,27003,No,No,No,No,POINT (-76.474421 43.440456)
44227,50511,4604-80761,Northville,Fulton,NY,12134,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42320,42402,Complete,"Allura Solar (dba for Epergy, LLC)",SMA America,SB7000US-11 (240V),4,Trina Solar,TSM-310PD14,97,66310,12028,30.07,27022,Yes,No,No,No,POINT (-74.165285 43.24718)
44227,33324,4260-60406,Lowville,Lewis,NY,13367,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42073,42447,Complete,"Fourth Coast, Inc",Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),86,Mitsubishi Electric,PV-MLE265HD,86,84000,15680,22.79,22306,No,No,No,No,POINT (-75.472278 43.798604)
44227,51962,5122-58930,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42046,42241,Complete,Kasselman Solar LLC,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),122,LG Electronics Solar Cell Division,LG280N1C-G3,122,112728,23912,34.16,43046,No,No,No,No,POINT (-73.783424 42.852843)
44227,590,4304-21768,Clinton,Oneida,NY,13323,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40571,40659,Complete,"Central New York, LLC",Enphase Energy,D380-72-240-S1x,11,SolarWorld,SW245 mono,22,28038,9432.5,5.39,5928,,No,No,No,POINT (-75.380619 43.049079)
44227,14546,4758-39157,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41663,41771,Complete,Hudson Solar,SMA America,SB5000TL-US-22 (240V),3,LG Electronics Solar Cell Division,LG265S1C-A3,88,89477,23320,23.32,21251,No,No,No,No,POINT (-73.759248 43.07772)
44227,182937,,Evans Mills,Jefferson,NY,13637,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43586,43663,Complete,"Paradise Energy Solutions, LLC",SolarEdge Technologies Ltd.,SE11400H-US [240V],3,Hanwha Q Cells,Q.PEAK L-G4.1 345,120,97230,18630,41.4,44708,,No,No,No,POINT (-75.835048 44.089747)
44227,28649,4758-49320-GJC,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41915,42159,Complete,Hudson Solar,SMA America,SB8000TL-US-12 (240V) (240V),3,SunPower,SPR-E20-327-COM,80,102024,23544,26.16,28517,Yes,No,No,Yes,POINT (-73.759248 43.07772)
44227,28140,4301-47478,Kingsbury,Washington,NY,12839,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41893,42086,Complete,"Positive Energy NY, LLC",Solectria Renewables,PVI 14TL-208,1,SunPower,SPR-E20-245,63,76834,15435,15.44,17293,No,No,No,No,POINT (-73.563388 43.330298)
44227,22161,4247-23589,Wellesley Island,Jefferson,NY,13640,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40752,40862,Complete,"Alternative Power Solutions of NY, LLC",SunPower,SPR-5000m (240V),1,SunPower,SPR-230E-WHT-D,24,38000,9660,5.52,5859,,No,No,No,POINT (-75.991161 44.321996)
44227,31118,5226-55352,Olmstedville,Essex,NY,12857,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41995,42340,Complete,"Edge Design & Consulting, Inc.",SMA America,SB11000TL-US (240V),2,SolarWorld,SW 260 Poly,112,112000,19600,29.12,32223,Yes,No,No,No,POINT (-74.016341 43.842591)
44227,49447,4006-21026,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,,40483,40703,Complete,"ETM Solar Works, Inc.",Fronius USA,IG Plus 10.0-208,1,Shell Solar,SQ85-P,119,135000,17701,10.12,12866,,No,No,No,POINT (-73.722451 42.916667)
44227,2846,4848-31994,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41379,41472,Complete,"Pyrus Energy, Inc.",Enphase Energy,M215-60-2LL-S2X,28,Suniva,OPT265-60-4-100,28,29687.18,10388,7.42,8933,,No,No,No,POINT (-76.474421 43.440456)
44227,52256,4702-59492,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42048,42152,Complete,High Peaks Solar,SMA America,SB7700TL-US-22-240V,3,Canadian Solar,CS6P-255M,90,84060,16065,22.95,22204,No,No,No,No,POINT (-75.916148 43.977155)
44227,11932,4801-28718,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41115,41218,Complete,"Pyrus Energy, Inc.",Enphase Energy,M215-60-2LL-S2X,48,Sharp,NU-U240F1,48,55368.21,17280,11.52,13592,,No,No,No,POINT (-76.474421 43.440456)
44227,3141,4630-32254,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41389,41472,Complete,Skyline Solar Inc.,Enphase Energy,M215-60-2LL-S2X,28,SolarWorld,SW255 Mono,28,30945,9996,7.14,7817,,No,No,No,POINT (-76.474421 43.440456)
44227,39952,4533-79120,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42305,42396,Complete,"Apex Solar Power, LLC",SolarEdge Technologies,SE9K,4,LG Electronics Solar Cell Division,LG300N1C-G4,122,86952.6,14640,36.6,36819,Yes,No,No,No,POINT (-73.759248 43.07772)
44227,49685,4260-26176,Cape Vincent,Jefferson,NY,13618,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40911,41071,Complete,"Fourth Coast, Inc",Enphase Energy,M215-60-2LL-S2X,27,Sharp,ND-Q240Q2,27,31104,11340,6.48,6693,,No,No,No,POINT (-76.28933 44.116337)
44227,115469,,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43186,43265,Complete,"Fourth Coast, Inc",Altenergy Power System Inc.,YC500A (240V),77,Mitsubishi Electric,PV-MJE275FB-B,154,101640,16940,42.35,38730,,No,No,No,POINT (-76.094551 44.217985)
44227,1869,4611-29286,Clinton,Oneida,NY,13323,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41164,41208,Complete,"CNY Solar, Inc.",Enphase Energy,M215-60-2LL-S2X,45,SolarWorld,SW255 Mono,45,58522,17213,11.48,16109,,No,No,No,POINT (-75.380619 43.049079)
44227,99855,,NORTH CREEK,Warren,NY,12853,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43006,43060,Complete,Kasselman Solar LLC,Enphase Energy,M250-72-2LL-S2X (240Vac),90,Trina Solar,TSM-295DD05A.05(II),90,70000,10620,26.55,26508,,No,No,No,POINT (-73.94678 43.69874)
44227,12117,4697-29795,Lisbon,St. Lawrence,NY,13658,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41199,41253,Complete,"Paradise Energy Solutions, LLC",Enphase Energy,M215-60-2LL-S2X,28,Mage Solar USA,Powertec Plus 250/6 MNS,28,31900,10500,7,8204,,No,No,No,POINT (-75.278836 44.735867)
44227,39652,4550-78276,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42296,42584,Complete,Rural Generation & Wind,SMA America,SB6000TL-US-22 (240V) (240V),6,Canadian Solar,CS6P-265P,135,141000,14310,35.78,39197,No,No,No,No,POINT (-75.467222 44.328848)
44227,13036,4758-33991,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41472,41611,Complete,Hudson Solar,Schneider Electric Solar Inverters USA,XW4548-120/240-60 (120V),2,aleo solar,S79U265,32,53486,11130,8,6491,No,No,No,No,POINT (-73.500001 43.097845)
44227,240024,,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,44001,,Pipeline,,SolarEdge Technologies Ltd.,SE10000H-US [240V],2,"LONGi Green Energy Technology Co., Ltd.",LR6-72HPH-380M,72,69900,12312,27.36,25915,,No,No,No,POINT (-76.094551 44.217985)
44227,52593,4495-60402,Cambridge,Washington,NY,12816,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,42074,42416,Complete,"Power Guru, LLC",Fronius USA,Fronius Primo 7.6-1 @ 240 VAC,2,REC Solar,REC275TP,56,53223,10780,15.4,16923,Yes,No,No,No,POINT (-73.388113 43.051324)
44227,58737,4533-79123,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42305,42396,Complete,"Apex Solar Power, LLC",SolarEdge Technologies,SE9K,3,LG Electronics Solar Cell Division,LG300A1C-B3,83,86952.6,9960,24.9,24680,No,No,No,No,POINT (-73.759248 43.07772)
44227,1333,4260-29052,Russell,St. Lawrence,NY,13684,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41143,41262,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus V 10.0-240,1,SolarWorld,SW240 Poly,48,44160,17280,11.52,13196,,No,No,No,POINT (-75.060779 44.377162)
44227,231918,,Bolton,Warren,NY,12814,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43881,44029,Complete,ADK Solar,SolarEdge Technologies Ltd.,SE11400H-US [240V],2,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 395,66,64038.2,11732,26.07,24285,,No,No,No,POINT (-73.661376 43.595223)
